"case_id","student_id","date","type","title","description","author"
1110408,10408,"2010-05-15T12:47:47-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sunt enim quasi prima elementa naturae, quibus ubertas orationis adhiberi vix potest, nec equidem eam cogito consectari. Semovenda est igitur voluptas, non solum ut recta sequamini, sed etiam ut loqui deceat frugaliter. Nihil opus est exemplis hoc facere longius. Scrupulum, inquam, abeunti; Cum enim summum bonum in voluptate ponat, negat infinito tempore aetatis voluptatem fieri maiorem quam finito atque modico. Sed haec quidem liberius ab eo dicuntur et saepius. Duo Reges: constructio interrete. Sed ego in hoc resisto; Quid ergo attinet dicere: Nihil haberem, quod reprehenderem, si finitas cupiditates haberent? ","advisor3"
1210408,10408,"2010-10-16T10:27:43-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. In motu et in statu corporis nihil inest, quod animadvertendum esse ipsa natura iudicet? Nam nisi hoc optineatur, id solum bonum esse, quod honestum sit, nullo modo probari possit beatam vitam virtute effici. Me ipsum esse dicerem, inquam, nisi mihi viderer habere bene cognitam voluptatem et satis firme conceptam animo atque comprehensam. Utrum igitur tibi litteram videor an totas paginas commovere? Nec enim, dum metuit, iustus est, et certe, si metuere destiterit, non erit; Similiter sensus, cum accessit ad naturam, tuetur illam quidem, sed etiam se tuetur; Sed audiamus ipsum: Compensabatur, inquit, tamen cum his omnibus animi laetitia, quam capiebam memoria rationum inventorumque nostrorum. Stuprata per vim Lucretia a regis filio testata civis se ipsa interemit. ","advisor2"
133887,3887,"2010-10-26T11:18:45-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quare obscurentur etiam haec, quae secundum naturam esse dicimus, in vita beata; Cave putes quicquam esse verius. Age nunc isti doceant, vel tu potius quis enim ista melius? Quae cum ita sint, effectum est nihil esse malum, quod turpe non sit. Virtutis, magnitudinis animi, patientiae, fortitudinis fomentis dolor mitigari solet. Duo Reges: constructio interrete. Quem enim ardorem studii censetis fuisse in Archimede, qui dum in pulvere quaedam describit attentius, ne patriam quidem captam esse senserit? Quicquid enim a sapientia proficiscitur, id continuo debet expletum esse omnibus suis partibus; Non dolere, inquam, istud quam vim habeat postea videro; Qui autem diffidet perpetuitati bonorum suorum, timeat necesse est, ne aliquando amissis illis sit miser. ","advisor3"
143887,3887,"2010-10-27T03:51:10-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Cum autem venissemus in Academiae non sine causa nobilitata spatia, solitudo erat ea, quam volueramus. Duo Reges: constructio interrete. Sint ista Graecorum; Societatem coniunctionis humanae munifice et aeque tuens iustitia dicitur, cui sunt adiunctae pietas, bonitas, liberalitas, benignitas, comitas, quaeque sunt generis eiusdem. Qui autem diffidet perpetuitati bonorum suorum, timeat necesse est, ne aliquando amissis illis sit miser. Ita, quem ad modum in senatu semper est aliquis, qui interpretem postulet, sic, isti nobis cum interprete audiendi sunt. ","advisor2"
158716,8716,"2010-08-26T04:48:34-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sunt etiam turpitudines plurimae, quae, nisi honestas natura plurimum valeat, cur non cadant in sapientem non est facile defendere. Atqui pugnantibus et contrariis studiis consiliisque semper utens nihil quieti videre, nihil tranquilli potest. Num igitur utiliorem tibi hunc Triarium putas esse posse, quam si tua sint Puteolis granaria? Quod quidem iam fit etiam in Academia. Ita est quoddam commune officium sapientis et insipientis, ex quo efficitur versari in iis, quae media dicamus. Quamquam non negatis nos intellegere quid sit voluptas, sed quid ille dicat. Duo Reges: constructio interrete. Sed tamen omne, quod de re bona dilucide dicitur, mihi praeclare dici videtur. At quicum ioca seria, ut dicitur, quicum arcana, quicum occulta omnia? De hominibus dici non necesse est. ","advisor3"
168716,8716,"2011-04-18T14:23:27-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ille igitur vidit, non modo quot fuissent adhuc philosophorum de summo bono, sed quot omnino esse possent sententiae. Magno hic ingenio, sed res se tamen sic habet, ut nimis imperiosi philosophi sit vetare meminisse. Restant Stoici, qui cum a Peripateticis et Academicis omnia transtulissent, nominibus aliis easdem res secuti sunt. At quicum ioca seria, ut dicitur, quicum arcana, quicum occulta omnia? Quo modo autem optimum, si bonum praeterea nullum est? Me ipsum esse dicerem, inquam, nisi mihi viderer habere bene cognitam voluptatem et satis firme conceptam animo atque comprehensam. Duo Reges: constructio interrete. Vide ne ista sint Manliana vestra aut maiora etiam, si imperes quod facere non possim. ","advisor3"
1710407,10407,"2010-03-09T02:08:02-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quamquam ab iis philosophiam et omnes ingenuas disciplinas habemus; Eamne rationem igitur sequere, qua tecum ipse et cum tuis utare, profiteri et in medium proferre non audeas? Me ipsum esse dicerem, inquam, nisi mihi viderer habere bene cognitam voluptatem et satis firme conceptam animo atque comprehensam. Duo Reges: constructio interrete. Ut pompa, ludis atque eius modi spectaculis teneantur ob eamque rem vel famem et sitim perferant? Etenim semper illud extra est, quod arte comprehenditur. Bonum appello quicquid secundurn naturam est, quod contra malum, nec ego solus, sed tu etiam, Chrysippe, in foro, domi; An eiusdem modi? Quare attende, quaeso. An vero displicuit ea, quae tributa est animi virtutibus tanta praestantia? ","advisor1"
1810407,10407,"2010-03-25T15:06:25-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Duo Reges: constructio interrete. Sed venio ad inconstantiae crimen, ne saepius dicas me aberrare; Ergo instituto veterum, quo etiam Stoici utuntur, hinc capiamus exordium. Primum in nostrane potestate est, quid meminerimus? Aut unde est hoc contritum vetustate proverbium: quicum in tenebris? Non enim in ipsa sapientia positum est beatum esse, sed in iis rebus, quas sapientia comparat ad voluptatem. Epicurus autem cum in prima commendatione voluptatem dixisset, si eam, quam Aristippus, idem tenere debuit ultimum bonorum, quod ille; Rationis enim perfectio est virtus; Et tamen tantis vectigalibus ad liberalitatem utens etiam sine hac Pyladea amicitia multorum te benivolentia praeclare tuebere et munies. ","advisor3"
198429,8429,"2011-05-15T19:02:08-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Hi autem ponunt illi quidem prima naturae, sed ea seiungunt a finibus et a summa bonorum; Quae in controversiam veniunt, de iis, si placet, disseramus. Ego vero volo in virtute vim esse quam maximam; Duo Reges: constructio interrete. Satis est tibi in te, satis in legibus, satis in mediocribus amicitiis praesidii. Quamquam haec quidem praeposita recte et reiecta dicere licebit. Audi, ne longe abeam, moriens quid dicat Epicurus, ut intellegas facta eius cum dictis discrepare: Epicurus Hermarcho salutem. Ampulla enim sit necne sit, quis non iure optimo irrideatur, si laboret? Iubet igitur nos Pythius Apollo noscere nosmet ipsos. Haec non erant eius, qui innumerabilis mundos infinitasque regiones, quarum nulla esset ora, nulla extremitas, mente peragravisset. Iam id ipsum absurdum, maximum malum neglegi. Idcirco enim non desideraret, quia, quod dolore caret, id in voluptate est. ","advisor1"
208429,8429,"2011-10-31T09:26:33-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Cur ipse Pythagoras et Aegyptum lustravit et Persarum magos adiit? Hoc est dicere: Non reprehenderem asotos, si non essent asoti. Quare ad ea primum, si videtur; Si enim sapiens aliquis miser esse possit, ne ego istam gloriosam memorabilemque virtutem non magno aestimandam putem. Itaque a sapientia praecipitur se ipsam, si usus sit, sapiens ut relinquat. Quod cum accidisset ut alter alterum necopinato videremus, surrexit statim. ","advisor1"
218058,8058,"2010-02-03T08:38:24-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Iam quae corporis sunt, ea nec auctoritatem cum animi partibus, comparandam et cognitionem habent faciliorem. Polemoni et iam ante Aristoteli ea prima visa sunt, quae paulo ante dixi. Utrum igitur percurri omnem Epicuri disciplinam placet an de una voluptate quaeri, de qua omne certamen est? Illorum vero ista ipsa quam exilia de virtutis vi! Quam tantam volunt esse, ut beatum per se efficere possit. Non elogia monimentorum id significant, velut hoc ad portam: Hunc unum plurimae consentiunt gentes populi primarium fuisse virum. Ut scias me intellegere, primum idem esse dico voluptatem, quod ille don. ","advisor2"
228058,8058,"2010-02-26T02:50:10-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sin autem ad animum, falsum est, quod negas animi ullum esse gaudium, quod non referatur ad corpus. Huic mori optimum esse propter desperationem sapientiae, illi propter spem vivere. Etenim nec iustitia nec amicitia esse omnino poterunt, nisi ipsae per se expetuntur. Nec vero hoc oratione solum, sed multo magis vita et factis et moribus comprobavit. At modo dixeras nihil in istis rebus esse, quod interesset. Nihil acciderat ei, quod nollet, nisi quod anulum, quo delectabatur, in mari abiecerat. Duo Reges: constructio interrete. Illud mihi a te nimium festinanter dictum videtur, sapientis omnis esse semper beatos; Sed tamen omne, quod de re bona dilucide dicitur, mihi praeclare dici videtur. -, sed ut hoc iudicaremus, non esse in iis partem maximam positam beate aut secus vivendi. Quid censes in Latino fore? Tibi hoc incredibile, quod beatissimum. ","advisor4"
233540,3540,"2011-07-19T22:20:35-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Manebit ergo amicitia tam diu, quam diu sequetur utilitas, et, si utilitas amicitiam constituet, tollet eadem. Hoc loco tenere se Triarius non potuit. Non quam nostram quidem, inquit Pomponius iocans; Videsne, ut haec concinant? Inquit, respondet: Quia, nisi quod honestum est, nullum est aliud bonum! Non quaero iam verumne sit; Hoc autem tempore, etsi multa in omni parte Athenarum sunt in ipsis locis indicia summorum virorum, tamen ego illa moveor exhedra. Tamen a proposito, inquam, aberramus. Duo Reges: constructio interrete. Inde sermone vario sex illa a Dipylo stadia confecimus. Amicitiae vero locus ubi esse potest aut quis amicus esse cuiquam, quem non ipsum amet propter ipsum? Id mihi magnum videtur. Utrum igitur tibi litteram videor an totas paginas commovere? Quod cum dixissent, ille contra. ","advisor4"
243540,3540,"2010-04-16T01:51:37-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quam vellem, inquit, te ad Stoicos inclinavisses! erat enim, si cuiusquam, certe tuum nihil praeter virtutem in bonis ducere. Quod idem cum vestri faciant, non satis magnam tribuunt inventoribus gratiam. Haec mihi videtur delicatior, ut ita dicam, molliorque ratio, quam virtutis vis gravitasque postulat. Tecum optime, deinde etiam cum mediocri amico. Parvi enim primo ortu sic iacent, tamquam omnino sine animo sint. Quod praeceptum quia maius erat, quam ut ab homine videretur, idcirco assignatum est deo. Duo Reges: constructio interrete. Et quidem saepe quaerimus verbum Latinum par Graeco et quod idem valeat; Non est ista, inquam, Piso, magna dissensio. Tu vero, inquam, ducas licet, si sequetur; Etiam inchoatum, ut, si iuste depositum reddere in recte factis sit, in officiis ponatur depositum reddere; Callipho ad virtutem nihil adiunxit nisi voluptatem, Diodorus vacuitatem doloris. ","advisor2"
256702,6702,"2010-10-21T05:29:15-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Licet hic rursus ea commemores, quae optimis verbis ab Epicuro de laude amicitiae dicta sunt. Aeque enim contingit omnibus fidibus, ut incontentae sint. Suo enim quisque studio maxime ducitur. Duo Reges: constructio interrete. Haec bene dicuntur, nec ego repugno, sed inter sese ipsa pugnant. Et quidem iure fortasse, sed tamen non gravissimum est testimonium multitudinis. Ita enim se Athenis collocavit, ut sit paene unus ex Atticis, ut id etiam cognomen videatur habiturus. Ratio enim nostra consentit, pugnat oratio. Vives, inquit Aristo, magnifice atque praeclare, quod erit cumque visum ages, numquam angere, numquam cupies, numquam timebis. At cum tuis cum disseras, multa sunt audienda etiam de obscenis voluptatibus, de quibus ab Epicuro saepissime dicitur. Sed tu, ut dignum est tua erga me et philosophiam voluntate ab adolescentulo suscepta, fac ut Metrodori tueare liberos. Deinde concludebas summum malum esse dolorem, summum bonum voluptatem! Lucius Thorius Balbus fuit, Lanuvinus, quem meminisse tu non potes. Inde sermone vario sex illa a Dipylo stadia confecimus. Sed quae tandem ista ratio est? ","advisor1"
266702,6702,"2010-08-07T12:04:06-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ut scias me intellegere, primum idem esse dico voluptatem, quod ille don. Laboro autem non sine causa; In quibus doctissimi illi veteres inesse quiddam caeleste et divinum putaverunt. Si quicquam extra virtutem habeatur in bonis. Duo Reges: constructio interrete. Tum ille: Tu autem cum ipse tantum librorum habeas, quos hic tandem requiris? Sin dicit obscurari quaedam nec apparere, quia valde parva sint, nos quoque concedimus; Quae tamen a te agetur non melior, quam illae sunt, quas interdum optines. Nihil est enim, de quo aliter tu sentias atque ego, modo commutatis verbis ipsas res conferamus. Sunt etiam turpitudines plurimae, quae, nisi honestas natura plurimum valeat, cur non cadant in sapientem non est facile defendere. Iam quae corporis sunt, ea nec auctoritatem cum animi partibus, comparandam et cognitionem habent faciliorem. An vero, inquit, quisquam potest probare, quod perceptfum, quod. ","advisor3"
27864,864,"2011-07-12T06:48:31-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Licet hic rursus ea commemores, quae optimis verbis ab Epicuro de laude amicitiae dicta sunt. Aeque enim contingit omnibus fidibus, ut incontentae sint. Suo enim quisque studio maxime ducitur. Duo Reges: constructio interrete. Haec bene dicuntur, nec ego repugno, sed inter sese ipsa pugnant. Et quidem iure fortasse, sed tamen non gravissimum est testimonium multitudinis. Ita enim se Athenis collocavit, ut sit paene unus ex Atticis, ut id etiam cognomen videatur habiturus. Ratio enim nostra consentit, pugnat oratio. Vives, inquit Aristo, magnifice atque praeclare, quod erit cumque visum ages, numquam angere, numquam cupies, numquam timebis. At cum tuis cum disseras, multa sunt audienda etiam de obscenis voluptatibus, de quibus ab Epicuro saepissime dicitur. Sed tu, ut dignum est tua erga me et philosophiam voluntate ab adolescentulo suscepta, fac ut Metrodori tueare liberos. Deinde concludebas summum malum esse dolorem, summum bonum voluptatem! Lucius Thorius Balbus fuit, Lanuvinus, quem meminisse tu non potes. Inde sermone vario sex illa a Dipylo stadia confecimus. Sed quae tandem ista ratio est? ","advisor3"
28864,864,"2011-10-26T22:00:53-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Eam tum adesse, cum dolor omnis absit; Hoc est dicere: Non reprehenderem asotos, si non essent asoti. Sin aliud quid voles, postea. Dic in quovis conventu te omnia facere, ne doleas. Est autem etiam actio quaedam corporis, quae motus et status naturae congruentis tenet; Duo Reges: constructio interrete. ","advisor1"
29287,287,"2010-06-30T05:05:06-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Multa sunt dicta ab antiquis de contemnendis ac despiciendis rebus humanis; Duo Reges: constructio interrete. Nam si beatus umquam fuisset, beatam vitam usque ad illum a Cyro extructum rogum pertulisset. Theophrastus mediocriterne delectat, cum tractat locos ab Aristotele ante tractatos? Habent enim et bene longam et satis litigiosam disputationem. Quamvis enim depravatae non sint, pravae tamen esse possunt. Et ille ridens: Video, inquit, quid agas; Illis videtur, qui illud non dubitant bonum dicere -; ","advisor2"
30287,287,"2010-12-30T12:51:08-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Itaque e contrario moderati aequabilesque habitus, affectiones ususque corporis apti esse ad naturam videntur. Respondent extrema primis, media utrisque, omnia omnibus. Primum divisit ineleganter; Non enim in ipsa sapientia positum est beatum esse, sed in iis rebus, quas sapientia comparat ad voluptatem. Cognitio autem haec est una nostri, ut vim corporis animique norimus sequamurque eam vitam, quae rebus iis ipsis perfruatur. ","advisor3"
315471,5471,"2010-02-07T16:38:43-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etsi ea quidem, quae adhuc dixisti, quamvis ad aetatem recte isto modo dicerentur. Quid est enim aliud esse versutum? At tu eadem ista dic in iudicio aut, si coronam times, dic in senatu. Minime vero probatur huic disciplinae, de qua loquor, aut iustitiam aut amicitiam propter utilitates adscisci aut probari. ","advisor1"
325471,5471,"2010-06-19T16:02:03-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Itaque quantum adiit periculum! ad honestatem enim illum omnem conatum suum referebat, non ad voluptatem. Et homini, qui ceteris animantibus plurimum praestat, praecipue a natura nihil datum esse dicemus? Duo Reges: constructio interrete. Num igitur utiliorem tibi hunc Triarium putas esse posse, quam si tua sint Puteolis granaria? Semovenda est igitur voluptas, non solum ut recta sequamini, sed etiam ut loqui deceat frugaliter. In qua si nihil est praeter rationem, sit in una virtute finis bonorum; Illud quaero, quid ei, qui in voluptate summum bonum ponat, consentaneum sit dicere. ","advisor1"
339336,9336,"2010-08-30T05:50:44-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam cui proposito sit conservatio sui, necesse est huic partes quoque sui caras suo genere laudabiles. Illud quaero, quid ei, qui in voluptate summum bonum ponat, consentaneum sit dicere. Duo Reges: constructio interrete. Suam denique cuique naturam esse ad vivendum ducem. Quis tibi ergo istud dabit praeter Pyrrhonem, Aristonem eorumve similes, quos tu non probas? Avaritiamne minuis? Nam prius a se poterit quisque discedere quam appetitum earum rerum, quae sibi conducant, amittere. Quodsi Graeci leguntur a Graecis isdem de rebus alia ratione compositis, quid est, cur nostri a nostris non legantur? ","advisor2"
349336,9336,"2011-05-30T03:54:18-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Itaque quantum adiit periculum! ad honestatem enim illum omnem conatum suum referebat, non ad voluptatem. Et homini, qui ceteris animantibus plurimum praestat, praecipue a natura nihil datum esse dicemus? Duo Reges: constructio interrete. Num igitur utiliorem tibi hunc Triarium putas esse posse, quam si tua sint Puteolis granaria? Semovenda est igitur voluptas, non solum ut recta sequamini, sed etiam ut loqui deceat frugaliter. In qua si nihil est praeter rationem, sit in una virtute finis bonorum; Illud quaero, quid ei, qui in voluptate summum bonum ponat, consentaneum sit dicere. ","advisor1"
357509,7509,"2010-11-15T17:25:20-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sic enim maiores nostri labores non fugiendos tristissimo tamen verbo aerumnas etiam in deo nominaverunt. De quibus cupio scire quid sentias. Utinam quidem dicerent alium alio beatiorem! Iam ruinas videres. Cur igitur, inquam, res tam dissimiles eodem nomine appellas? Dolere malum est: in crucem qui agitur, beatus esse non potest. Non prorsus, inquit, omnisque, qui sine dolore sint, in voluptate, et ea quidem summa, esse dico. ","advisor3"
367509,7509,"2010-03-06T00:04:12-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Esse enim quam vellet iniquus iustus poterat inpune. Vide, ne magis, inquam, tuum fuerit, cum re idem tibi, quod mihi, videretur, non nova te rebus nomina inponere. Et ille ridens: Age, age, inquit,-satis enim scite me nostri sermonis principium esse voluisti-exponamus adolescenti,. Nonne videmus quanta perturbatio rerum omnium consequatur, quanta confusio? ","advisor3"
